CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2)90"
PASS Test <length> valid value:  1e-10
PASS Test <length> valid value:  1e-10em
PASS Test <length> valid value:  1e-10ex
PASS Test <length> valid value:  1e-10px
PASS Test <length> valid value:  1e-10in
PASS Test <length> valid value:  1e-10cm
PASS Test <length> valid value:  1e-10mm
PASS Test <length> valid value:  1e-10pt
PASS Test <length> valid value:  1e-10pc
PASS Test <length> valid value:  1e-10%
PASS Test <length> valid value:  +32
PASS Test <length> valid value:  +32em
PASS Test <length> valid value:  +32ex
PASS Test <length> valid value:  +32px
PASS Test <length> valid value:  +32in
PASS Test <length> valid value:  +32cm
PASS Test <length> valid value:  +32mm
PASS Test <length> valid value:  +32pt
PASS Test <length> valid value:  +32pc
PASS Test <length> valid value:  +32%
PASS Test <length> valid value:  +17E-1
PASS Test <length> valid value:  +17E-1em
PASS Test <length> valid value:  +17E-1ex
PASS Test <length> valid value:  +17E-1px
PASS Test <length> valid value:  +17E-1in
PASS Test <length> valid value:  +17E-1cm
PASS Test <length> valid value:  +17E-1mm
PASS Test <length> valid value:  +17E-1pt
PASS Test <length> valid value:  +17E-1pc
PASS Test <length> valid value:  +17E-1%
PASS Test <length> valid value:  17e+2
PASS Test <length> valid value:  17e+2em
PASS Test <length> valid value:  17e+2ex
PASS Test <length> valid value:  17e+2px
PASS Test <length> valid value:  17e+2in
PASS Test <length> valid value:  17e+2cm
PASS Test <length> valid value:  17e+2mm
PASS Test <length> valid value:  17e+2pt
PASS Test <length> valid value:  17e+2pc
PASS Test <length> valid value:  17e+2%
PASS Test <length> valid value:  -47\r\n\t
PASS Test <length> valid value:  -47em\r\n\t
PASS Test <length> valid value:  -47ex\r\n\t
PASS Test <length> valid value:  -47px\r\n\t
PASS Test <length> valid value:  -47in\r\n\t
PASS Test <length> valid value:  -47cm\r\n\t
PASS Test <length> valid value:  -47mm\r\n\t
PASS Test <length> valid value:  -47pt\r\n\t
PASS Test <length> valid value:  -47pc\r\n\t
PASS Test <length> valid value:  -47%\r\n\t
PASS Test <length> valid value:  .1\r\n\t
PASS Test <length> valid value:  .1em\r\n\t
PASS Test <length> valid value:  .1ex\r\n\t
PASS Test <length> valid value:  .1px\r\n\t
PASS Test <length> valid value:  .1in\r\n\t
PASS Test <length> valid value:  .1cm\r\n\t
PASS Test <length> valid value:  .1mm\r\n\t
PASS Test <length> valid value:  .1pt\r\n\t
PASS Test <length> valid value:  .1pc\r\n\t
PASS Test <length> valid value:  .1%\r\n\t
PASS Test <length> valid value:  0.35\r\n\t
PASS Test <length> valid value:  0.35em\r\n\t
PASS Test <length> valid value:  0.35ex\r\n\t
PASS Test <length> valid value:  0.35px\r\n\t
PASS Test <length> valid value:  0.35in\r\n\t
PASS Test <length> valid value:  0.35cm\r\n\t
PASS Test <length> valid value:  0.35mm\r\n\t
PASS Test <length> valid value:  0.35pt\r\n\t
PASS Test <length> valid value:  0.35pc\r\n\t
PASS Test <length> valid value:  0.35%\r\n\t
PASS Test <length> valid value:  1e-10\r\n\t
PASS Test <length> valid value:  1e-10em\r\n\t
PASS Test <length> valid value:  1e-10ex\r\n\t
PASS Test <length> valid value:  1e-10px\r\n\t
PASS Test <length> valid value:  1e-10in\r\n\t
PASS Test <length> valid value:  1e-10cm\r\n\t
PASS Test <length> valid value:  1e-10mm\r\n\t
PASS Test <length> valid value:  1e-10pt\r\n\t
PASS Test <length> valid value:  1e-10pc\r\n\t
PASS Test <length> valid value:  1e-10%\r\n\t
PASS Test <length> valid value:  +32\r\n\t
PASS Test <length> valid value:  +32em\r\n\t
PASS Test <length> valid value:  +32ex\r\n\t
PASS Test <length> valid value:  +32px\r\n\t
PASS Test <length> valid value:  +32in\r\n\t
PASS Test <length> valid value:  +32cm\r\n\t
PASS Test <length> valid value:  +32mm\r\n\t
PASS Test <length> valid value:  +32pt\r\n\t
PASS Test <length> valid value:  +32pc\r\n\t
PASS Test <length> valid value:  +32%\r\n\t
PASS Test <length> valid value:  +17E-1\r\n\t
PASS Test <length> valid value:  +17E-1em\r\n\t
PASS Test <length> valid value:  +17E-1ex\r\n\t
PASS Test <length> valid value:  +17E-1px\r\n\t
PASS Test <length> valid value:  +17E-1in\r\n\t
PASS Test <length> valid value:  +17E-1cm\r\n\t
PASS Test <length> valid value:  +17E-1mm\r\n\t
PASS Test <length> valid value:  +17E-1pt\r\n\t
PASS Test <length> valid value:  +17E-1pc\r\n\t
PASS Test <length> valid value:  +17E-1%\r\n\t
PASS Test <length> valid value:  17e+2\r\n\t
PASS Test <length> valid value:  17e+2em\r\n\t
PASS Test <length> valid value:  17e+2ex\r\n\t
PASS Test <length> valid value:  17e+2px\r\n\t
PASS Test <length> valid value:  17e+2in\r\n\t
PASS Test <length> valid value:  17e+2cm\r\n\t
PASS Test <length> valid value:  17e+2mm\r\n\t
PASS Test <length> valid value:  17e+2pt\r\n\t
PASS Test <length> valid value:  17e+2pc\r\n\t
PASS Test <length> valid value:  17e+2%\r\n\t
PASS Test <length> valid value:  -47\f
PASS Test <length> valid value:  -47em\f
PASS Test <length> valid value:  -47ex\f
PASS Test <length> valid value:  -47px\f
PASS Test <length> valid value:  -47in\f
PASS Test <length> valid value:  -47cm\f
PASS Test <length> valid value:  -47mm\f
PASS Test <length> valid value:  -47pt\f
PASS Test <length> valid value:  -47pc\f
PASS Test <length> valid value:  -47%\f
PASS Test <length> valid value:  .1\f
PASS Test <length> valid value:  .1em\f
PASS Test <length> valid value:  .1ex\f
PASS Test <length> valid value:  .1px\f
PASS Test <length> valid value:  .1in\f
PASS Test <length> valid value:  .1cm\f
PASS Test <length> valid value:  .1mm\f
PASS Test <length> valid value:  .1pt\f
PASS Test <length> valid value:  .1pc\f
PASS Test <length> valid value:  .1%\f
PASS Test <length> valid value:  0.35\f
PASS Test <length> valid value:  0.35em\f
PASS Test <length> valid value:  0.35ex\f
PASS Test <length> valid value:  0.35px\f
PASS Test <length> valid value:  0.35in\f
PASS Test <length> valid value:  0.35cm\f
PASS Test <length> valid value:  0.35mm\f
PASS Test <length> valid value:  0.35pt\f
PASS Test <length> valid value:  0.35pc\f
PASS Test <length> valid value:  0.35%\f
PASS Test <length> valid value:  1e-10\f
PASS Test <length> valid value:  1e-10em\f
PASS Test <length> valid value:  1e-10ex\f
PASS Test <length> valid value:  1e-10px\f
PASS Test <length> valid value:  1e-10in\f
PASS Test <length> valid value:  1e-10cm\f
PASS Test <length> valid value:  1e-10mm\f
PASS Test <length> valid value:  1e-10pt\f
PASS Test <length> valid value:  1e-10pc\f
PASS Test <length> valid value:  1e-10%\f
PASS Test <length> valid value:  +32\f
PASS Test <length> valid value:  +32em\f
PASS Test <length> valid value:  +32ex\f
PASS Test <length> valid value:  +32px\f
PASS Test <length> valid value:  +32in\f
PASS Test <length> valid value:  +32cm\f
PASS Test <length> valid value:  +32mm\f
PASS Test <length> valid value:  +32pt\f
PASS Test <length> valid value:  +32pc\f
PASS Test <length> valid value:  +32%\f
PASS Test <length> valid value:  +17E-1\f
PASS Test <length> valid value:  +17E-1em\f
PASS Test <length> valid value:  +17E-1ex\f
PASS Test <length> valid value:  +17E-1px\f
PASS Test <length> valid value:  +17E-1in\f
PASS Test <length> valid value:  +17E-1cm\f
PASS Test <length> valid value:  +17E-1mm\f
PASS Test <length> valid value:  +17E-1pt\f
PASS Test <length> valid value:  +17E-1pc\f
PASS Test <length> valid value:  +17E-1%\f
PASS Test <length> valid value:  17e+2\f
PASS Test <length> valid value:  17e+2em\f
PASS Test <length> valid value:  17e+2ex\f
PASS Test <length> valid value:  17e+2px\f
PASS Test <length> valid value:  17e+2in\f
PASS Test <length> valid value:  17e+2cm\f
PASS Test <length> valid value:  17e+2mm\f
PASS Test <length> valid value:  17e+2pt\f
PASS Test <length> valid value:  17e+2pc\f
PASS Test <length> valid value:  17e+2%\f
PASS Test <length> WS invalid value: -47 em
PASS Test <length> WS invalid value: .1 em
PASS Test <length> WS invalid value: 0.35 em
PASS Test <length> WS invalid value: 1e-10 em
PASS Test <length> WS invalid value: +32 em
PASS Test <length> WS invalid value: +17E-1 em
PASS Test <length> WS invalid value: 17e+2 em
PASS Test <length> WS invalid value: -47 ex
PASS Test <length> WS invalid value: .1 ex
PASS Test <length> WS invalid value: 0.35 ex
PASS Test <length> WS invalid value: 1e-10 ex
PASS Test <length> WS invalid value: +32 ex
PASS Test <length> WS invalid value: +17E-1 ex
PASS Test <length> WS invalid value: 17e+2 ex
PASS Test <length> WS invalid value: -47 px
PASS Test <length> WS invalid value: .1 px
PASS Test <length> WS invalid value: 0.35 px
PASS Test <length> WS invalid value: 1e-10 px
PASS Test <length> WS invalid value: +32 px
PASS Test <length> WS invalid value: +17E-1 px
PASS Test <length> WS invalid value: 17e+2 px
PASS Test <length> WS invalid value: -47 in
PASS Test <length> WS invalid value: .1 in
PASS Test <length> WS invalid value: 0.35 in
PASS Test <length> WS invalid value: 1e-10 in
PASS Test <length> WS invalid value: +32 in
PASS Test <length> WS invalid value: +17E-1 in
PASS Test <length> WS invalid value: 17e+2 in
PASS Test <length> WS invalid value: -47 cm
PASS Test <length> WS invalid value: .1 cm
PASS Test <length> WS invalid value: 0.35 cm
PASS Test <length> WS invalid value: 1e-10 cm
PASS Test <length> WS invalid value: +32 cm
PASS Test <length> WS invalid value: +17E-1 cm
PASS Test <length> WS invalid value: 17e+2 cm
PASS Test <length> WS invalid value: -47 mm
PASS Test <length> WS invalid value: .1 mm
PASS Test <length> WS invalid value: 0.35 mm
PASS Test <length> WS invalid value: 1e-10 mm
PASS Test <length> WS invalid value: +32 mm
PASS Test <length> WS invalid value: +17E-1 mm
PASS Test <length> WS invalid value: 17e+2 mm
PASS Test <length> WS invalid value: -47 pt
PASS Test <length> WS invalid value: .1 pt
PASS Test <length> WS invalid value: 0.35 pt
PASS Test <length> WS invalid value: 1e-10 pt
PASS Test <length> WS invalid value: +32 pt
PASS Test <length> WS invalid value: +17E-1 pt
PASS Test <length> WS invalid value: 17e+2 pt
PASS Test <length> WS invalid value: -47 pc
PASS Test <length> WS invalid value: .1 pc
PASS Test <length> WS invalid value: 0.35 pc
PASS Test <length> WS invalid value: 1e-10 pc
PASS Test <length> WS invalid value: +32 pc
PASS Test <length> WS invalid value: +17E-1 pc
PASS Test <length> WS invalid value: 17e+2 pc
PASS Test <length> WS invalid value: -47 %
PASS Test <length> WS invalid value: .1 %
PASS Test <length> WS invalid value: 0.35 %
PASS Test <length> WS invalid value: 1e-10 %
PASS Test <length> WS invalid value: +32 %
PASS Test <length> WS invalid value: +17E-1 %
PASS Test <length> WS invalid value: 17e+2 %
PASS Test <length> trailing garbage, value:  -47a
PASS Test <length> trailing garbage, value:  .1a
PASS Test <length> trailing garbage, value:  0.35a
PASS Test <length> trailing garbage, value:  1e-10a
PASS Test <length> trailing garbage, value:  +32a
PASS Test <length> trailing garbage, value:  +17E-1a
PASS Test <length> trailing garbage, value:  17e+2a
PASS Test <length> trailing garbage, value:  -47e
PASS Test <length> trailing garbage, value:  .1e
PASS Test <length> trailing garbage, value:  0.35e
PASS Test <length> trailing garbage, value:  1e-10e
PASS Test <length> trailing garbage, value:  +32e
PASS Test <length> trailing garbage, value:  +17E-1e
PASS Test <length> trailing garbage, value:  17e+2e
PASS Test <length> trailing garbage, value:  -47foo
PASS Test <length> trailing garbage, value:  .1foo
PASS Test <length> trailing garbage, value:  0.35foo
PASS Test <length> trailing garbage, value:  1e-10foo
PASS Test <length> trailing garbage, value:  +32foo
PASS Test <length> trailing garbage, value:  +17E-1foo
PASS Test <length> trailing garbage, value:  17e+2foo
PASS Test <length> trailing garbage, value:  -47)90
PASS Test <length> trailing garbage, value:  .1)90
PASS Test <length> trailing garbage, value:  0.35)90
PASS Test <length> trailing garbage, value:  1e-10)90
PASS Test <length> trailing garbage, value:  +32)90
PASS Test <length> trailing garbage, value:  +17E-1)90
PASS Test <length> trailing garbage, value:  17e+2)90
PASS Test <length> valid value:    -47
PASS Test <length> valid value:    -47em
PASS Test <length> valid value:    -47ex
PASS Test <length> valid value:    -47px
PASS Test <length> valid value:    -47in
PASS Test <length> valid value:    -47cm
PASS Test <length> valid value:    -47mm
PASS Test <length> valid value:    -47pt
PASS Test <length> valid value:    -47pc
PASS Test <length> valid value:    -47%
PASS Test <length> valid value:    .1
PASS Test <length> valid value:    .1em
PASS Test <length> valid value:    .1ex
PASS Test <length> valid value:    .1px
PASS Test <length> valid value:    .1in
PASS Test <length> valid value:    .1cm
PASS Test <length> valid value:    .1mm
PASS Test <length> valid value:    .1pt
PASS Test <length> valid value:    .1pc
PASS Test <length> valid value:    .1%
PASS Test <length> valid value:    0.35
PASS Test <length> valid value:    0.35em
PASS Test <length> valid value:    0.35ex
PASS Test <length> valid value:    0.35px
PASS Test <length> valid value:    0.35in
PASS Test <length> valid value:    0.35cm
PASS Test <length> valid value:    0.35mm
PASS Test <length> valid value:    0.35pt
PASS Test <length> valid value:    0.35pc
PASS Test <length> valid value:    0.35%
PASS Test <length> valid value:    1e-10
PASS Test <length> valid value:    1e-10em
PASS Test <length> valid value:    1e-10ex
PASS Test <length> valid value:    1e-10px
PASS Test <length> valid value:    1e-10in
PASS Test <length> valid value:    1e-10cm
PASS Test <length> valid value:    1e-10mm
PASS Test <length> valid value:    1e-10pt
PASS Test <length> valid value:    1e-10pc
PASS Test <length> valid value:    1e-10%
PASS Test <length> valid value:    +32
PASS Test <length> valid value:    +32em
PASS Test <length> valid value:    +32ex
PASS Test <length> valid value:    +32px
PASS Test <length> valid value:    +32in
PASS Test <length> valid value:    +32cm
PASS Test <length> valid value:    +32mm
PASS Test <length> valid value:    +32pt
PASS Test <length> valid value:    +32pc
PASS Test <length> valid value:    +32%
PASS Test <length> valid value:    +17E-1
PASS Test <length> valid value:    +17E-1em
PASS Test <length> valid value:    +17E-1ex
PASS Test <length> valid value:    +17E-1px
PASS Test <length> valid value:    +17E-1in
PASS Test <length> valid value:    +17E-1cm
PASS Test <length> valid value:    +17E-1mm
PASS Test <length> valid value:    +17E-1pt
PASS Test <length> valid value:    +17E-1pc
PASS Test <length> valid value:    +17E-1%
PASS Test <length> valid value:    17e+2
PASS Test <length> valid value:    17e+2em
PASS Test <length> valid value:    17e+2ex
PASS Test <length> valid value:    17e+2px
PASS Test <length> valid value:    17e+2in
PASS Test <length> valid value:    17e+2cm
PASS Test <length> valid value:    17e+2mm
PASS Test <length> valid value:    17e+2pt
PASS Test <length> valid value:    17e+2pc
PASS Test <length> valid value:    17e+2%
PASS Test <length> valid value:    -47
PASS Test <length> valid value:    -47em
PASS Test <length> valid value:    -47ex
PASS Test <length> valid value:    -47px
PASS Test <length> valid value:    -47in
PASS Test <length> valid value:    -47cm
PASS Test <length> valid value:    -47mm
PASS Test <length> valid value:    -47pt
PASS Test <length> valid value:    -47pc
PASS Test <length> valid value:    -47%
PASS Test <length> valid value:    .1
PASS Test <length> valid value:    .1em
PASS Test <length> valid value:    .1ex
PASS Test <length> valid value:    .1px
PASS Test <length> valid value:    .1in
PASS Test <length> valid value:    .1cm
PASS Test <length> valid value:    .1mm
PASS Test <length> valid value:    .1pt
PASS Test <length> valid value:    .1pc
PASS Test <length> valid value:    .1%
PASS Test <length> valid value:    0.35
PASS Test <length> valid value:    0.35em
PASS Test <length> valid value:    0.35ex
PASS Test <length> valid value:    0.35px
PASS Test <length> valid value:    0.35in
PASS Test <length> valid value:    0.35cm
PASS Test <length> valid value:    0.35mm
PASS Test <length> valid value:    0.35pt
PASS Test <length> valid value:    0.35pc
PASS Test <length> valid value:    0.35%
PASS Test <length> valid value:    1e-10
PASS Test <length> valid value:    1e-10em
PASS Test <length> valid value:    1e-10ex
PASS Test <length> valid value:    1e-10px
PASS Test <length> valid value:    1e-10in
PASS Test <length> valid value:    1e-10cm
PASS Test <length> valid value:    1e-10mm
PASS Test <length> valid value:    1e-10pt
PASS Test <length> valid value:    1e-10pc
PASS Test <length> valid value:    1e-10%
PASS Test <length> valid value:    +32
PASS Test <length> valid value:    +32em
PASS Test <length> valid value:    +32ex
PASS Test <length> valid value:    +32px
PASS Test <length> valid value:    +32in
PASS Test <length> valid value:    +32cm
PASS Test <length> valid value:    +32mm
PASS Test <length> valid value:    +32pt
PASS Test <length> valid value:    +32pc
PASS Test <length> valid value:    +32%
PASS Test <length> valid value:    +17E-1
PASS Test <length> valid value:    +17E-1em
PASS Test <length> valid value:    +17E-1ex
PASS Test <length> valid value:    +17E-1px
PASS Test <length> valid value:    +17E-1in
PASS Test <length> valid value:    +17E-1cm
PASS Test <length> valid value:    +17E-1mm
PASS Test <length> valid value:    +17E-1pt
PASS Test <length> valid value:    +17E-1pc
PASS Test <length> valid value:    +17E-1%
PASS Test <length> valid value:    17e+2
PASS Test <length> valid value:    17e+2em
PASS Test <length> valid value:    17e+2ex
PASS Test <length> valid value:    17e+2px
PASS Test <length> valid value:    17e+2in
PASS Test <length> valid value:    17e+2cm
PASS Test <length> valid value:    17e+2mm
PASS Test <length> valid value:    17e+2pt
PASS Test <length> valid value:    17e+2pc
PASS Test <length> valid value:    17e+2%
PASS Test <length> valid value:    -47
PASS Test <length> valid value:    -47em
PASS Test <length> valid value:    -47ex
PASS Test <length> valid value:    -47px
PASS Test <length> valid value:    -47in
PASS Test <length> valid value:    -47cm
PASS Test <length> valid value:    -47mm
PASS Test <length> valid value:    -47pt
PASS Test <length> valid value:    -47pc
PASS Test <length> valid value:    -47%
PASS Test <length> valid value:    .1
PASS Test <length> valid value:    .1em
PASS Test <length> valid value:    .1ex
PASS Test <length> valid value:    .1px
PASS Test <length> valid value:    .1in
PASS Test <length> valid value:    .1cm
PASS Test <length> valid value:    .1mm
PASS Test <length> valid value:    .1pt
PASS Test <length> valid value:    .1pc
PASS Test <length> valid value:    .1%
PASS Test <length> valid value:    0.35
PASS Test <length> valid value:    0.35em
PASS Test <length> valid value:    0.35ex
PASS Test <length> valid value:    0.35px
PASS Test <length> valid value:    0.35in
PASS Test <length> valid value:    0.35cm
PASS Test <length> valid value:    0.35mm
PASS Test <length> valid value:    0.35pt
PASS Test <length> valid value:    0.35pc
PASS Test <length> valid value:    0.35%
PASS Test <length> valid value:    1e-10
PASS Test <length> valid value:    1e-10em
PASS Test <length> valid value:    1e-10ex
PASS Test <length> valid value:    1e-10px
PASS Test <length> valid value:    1e-10in
PASS Test <length> valid value:    1e-10cm
PASS Test <length> valid value:    1e-10mm
PASS Test <length> valid value:    1e-10pt
PASS Test <length> valid value:    1e-10pc
PASS Test <length> valid value:    1e-10%
PASS Test <length> valid value:    +32
PASS Test <length> valid value:    +32em
PASS Test <length> valid value:    +32ex
PASS Test <length> valid value:    +32px
PASS Test <length> valid value:    +32in
PASS Test <length> valid value:    +32cm
PASS Test <length> valid value:    +32mm
PASS Test <length> valid value:    +32pt
PASS Test <length> valid value:    +32pc
PASS Test <length> valid value:    +32%
PASS Test <length> valid value:    +17E-1
PASS Test <length> valid value:    +17E-1em
PASS Test <length> valid value:    +17E-1ex
PASS Test <length> valid value:    +17E-1px
PASS Test <length> valid value:    +17E-1in
PASS Test <length> valid value:    +17E-1cm
PASS Test <length> valid value:    +17E-1mm
PASS Test <length> valid value:    +17E-1pt
PASS Test <length> valid value:    +17E-1pc
PASS Test <length> valid value:    +17E-1%
PASS Test <length> valid value:    17e+2
PASS Test <length> valid value:    17e+2em
PASS Test <length> valid value:    17e+2ex
PASS Test <length> valid value:    17e+2px
PASS Test <length> valid value:    17e+2in
PASS Test <length> valid value:    17e+2cm
PASS Test <length> valid value:    17e+2mm
PASS Test <length> valid value:    17e+2pt
PASS Test <length> valid value:    17e+2pc
PASS Test <length> valid value:    17e+2%
PASS Test <length> valid value:    -47\r\n\t
PASS Test <length> valid value:    -47em\r\n\t
PASS Test <length> valid value:    -47ex\r\n\t
PASS Test <length> valid value:    -47px\r\n\t
PASS Test <length> valid value:    -47in\r\n\t
PASS Test <length> valid value:    -47cm\r\n\t
PASS Test <length> valid value:    -47mm\r\n\t
PASS Test <length> valid value:    -47pt\r\n\t
PASS Test <length> valid value:    -47pc\r\n\t
PASS Test <length> valid value:    -47%\r\n\t
PASS Test <length> valid value:    .1\r\n\t
PASS Test <length> valid value:    .1em\r\n\t
PASS Test <length> valid value:    .1ex\r\n\t
PASS Test <length> valid value:    .1px\r\n\t
PASS Test <length> valid value:    .1in\r\n\t
PASS Test <length> valid value:    .1cm\r\n\t
PASS Test <length> valid value:    .1mm\r\n\t
PASS Test <length> valid value:    .1pt\r\n\t
PASS Test <length> valid value:    .1pc\r\n\t
PASS Test <length> valid value:    .1%\r\n\t
PASS Test <length> valid value:    0.35\r\n\t
PASS Test <length> valid value:    0.35em\r\n\t
PASS Test <length> valid value:    0.35ex\r\n\t
PASS Test <length> valid value:    0.35px\r\n\t
PASS Test <length> valid value:    0.35in\r\n\t
PASS Test <length> valid value:    0.35cm\r\n\t
PASS Test <length> valid value:    0.35mm\r\n\t
PASS Test <length> valid value:    0.35pt\r\n\t
PASS Test <length> valid value:    0.35pc\r\n\t
PASS Test <length> valid value:    0.35%\r\n\t
PASS Test <length> valid value:    1e-10\r\n\t
PASS Test <length> valid value:    1e-10em\r\n\t
PASS Test <length> valid value:    1e-10ex\r\n\t
PASS Test <length> valid value:    1e-10px\r\n\t
PASS Test <length> valid value:    1e-10in\r\n\t
PASS Test <length> valid value:    1e-10cm\r\n\t
PASS Test <length> valid value:    1e-10mm\r\n\t
PASS Test <length> valid value:    1e-10pt\r\n\t
PASS Test <length> valid value:    1e-10pc\r\n\t
PASS Test <length> valid value:    1e-10%\r\n\t
PASS Test <length> valid value:    +32\r\n\t
PASS Test <length> valid value:    +32em\r\n\t
PASS Test <length> valid value:    +32ex\r\n\t
PASS Test <length> valid value:    +32px\r\n\t
PASS Test <length> valid value:    +32in\r\n\t
PASS Test <length> valid value:    +32cm\r\n\t
PASS Test <length> valid value:    +32mm\r\n\t
PASS Test <length> valid value:    +32pt\r\n\t
PASS Test <length> valid value:    +32pc\r\n\t
PASS Test <length> valid value:    +32%\r\n\t
PASS Test <length> valid value:    +17E-1\r\n\t
PASS Test <length> valid value:    +17E-1em\r\n\t
PASS Test <length> valid value:    +17E-1ex\r\n\t
PASS Test <length> valid value:    +17E-1px\r\n\t
PASS Test <length> valid value:    +17E-1in\r\n\t
PASS Test <length> valid value:    +17E-1cm\r\n\t
PASS Test <length> valid value:    +17E-1mm\r\n\t
PASS Test <length> valid value:    +17E-1pt\r\n\t
PASS Test <length> valid value:    +17E-1pc\r\n\t
PASS Test <length> valid value:    +17E-1%\r\n\t
PASS Test <length> valid value:    17e+2\r\n\t
PASS Test <length> valid value:    17e+2em\r\n\t
PASS Test <length> valid value:    17e+2ex\r\n\t
PASS Test <length> valid value:    17e+2px\r\n\t
PASS Test <length> valid value:    17e+2in\r\n\t
PASS Test <length> valid value:    17e+2cm\r\n\t
PASS Test <length> valid value:    17e+2mm\r\n\t
PASS Test <length> valid value:    17e+2pt\r\n\t
PASS Test <length> valid value:    17e+2pc\r\n\t
PASS Test <length> valid value:    17e+2%\r\n\t
PASS Test <length> valid value:    -47\f
PASS Test <length> valid value:    -47em\f
PASS Test <length> valid value:    -47ex\f
PASS Test <length> valid value:    -47px\f
PASS Test <length> valid value:    -47in\f
PASS Test <length> valid value:    -47cm\f
PASS Test <length> valid value:    -47mm\f
PASS Test <length> valid value:    -47pt\f
PASS Test <length> valid value:    -47pc\f
PASS Test <length> valid value:    -47%\f
PASS Test <length> valid value:    .1\f
PASS Test <length> valid value:    .1em\f
PASS Test <length> valid value:    .1ex\f
PASS Test <length> valid value:    .1px\f
PASS Test <length> valid value:    .1in\f
PASS Test <length> valid value:    .1cm\f
PASS Test <length> valid value:    .1mm\f
PASS Test <length> valid value:    .1pt\f
PASS Test <length> valid value:    .1pc\f
PASS Test <length> valid value:    .1%\f
PASS Test <length> valid value:    0.35\f
PASS Test <length> valid value:    0.35em\f
PASS Test <length> valid value:    0.35ex\f
PASS Test <length> valid value:    0.35px\f
PASS Test <length> valid value:    0.35in\f
PASS Test <length> valid value:    0.35cm\f
PASS Test <length> valid value:    0.35mm\f
PASS Test <length> valid value:    0.35pt\f
PASS Test <length> valid value:    0.35pc\f
PASS Test <length> valid value:    0.35%\f
PASS Test <length> valid value:    1e-10\f
PASS Test <length> valid value:    1e-10em\f
PASS Test <length> valid value:    1e-10ex\f
PASS Test <length> valid value:    1e-10px\f
PASS Test <length> valid value:    1e-10in\f
PASS Test <length> valid value:    1e-10cm\f
PASS Test <length> valid value:    1e-10mm\f
PASS Test <length> valid value:    1e-10pt\f
PASS Test <length> valid value:    1e-10pc\f
PASS Test <length> valid value:    1e-10%\f
PASS Test <length> valid value:    +32\f
PASS Test <length> valid value:    +32em\f
PASS Test <length> valid value:    +32ex\f
PASS Test <length> valid value:    +32px\f
PASS Test <length> valid value:    +32in\f
PASS Test <length> valid value:    +32cm\f
PASS Test <length> valid value:    +32mm\f
PASS Test <length> valid value:    +32pt\f
PASS Test <length> valid value:    +32pc\f
PASS Test <length> valid value:    +32%\f
PASS Test <length> valid value:    +17E-1\f
PASS Test <length> valid value:    +17E-1em\f
PASS Test <length> valid value:    +17E-1ex\f
PASS Test <length> valid value:    +17E-1px\f
PASS Test <length> valid value:    +17E-1in\f
PASS Test <length> valid value:    +17E-1cm\f
PASS Test <length> valid value:    +17E-1mm\f
PASS Test <length> valid value:    +17E-1pt\f
PASS Test <length> valid value:    +17E-1pc\f
PASS Test <length> valid value:    +17E-1%\f
PASS Test <length> valid value:    17e+2\f
PASS Test <length> valid value:    17e+2em\f
PASS Test <length> valid value:    17e+2ex\f
PASS Test <length> valid value:    17e+2px\f
PASS Test <length> valid value:    17e+2in\f
PASS Test <length> valid value:    17e+2cm\f
