offsetTop:0.00 offsetLeft:0.00 offsetWidth:0.09 offsetHeight:0.09
offsetTop:578.00 offsetLeft:32.30 offsetWidth:34.94 offsetHeight:34.94
clientTop:0.47 clientLeft:0.47 clientWidth:34.00 clientHeight:34.00
offsetTop:581.59 offsetLeft:66.39 offsetWidth:35.03 offsetHeight:35.03
clientTop:0.47 clientLeft:0.47 clientWidth:34.09 clientHeight:34.09
offsetTop:585.19 offsetLeft:100.69 offsetWidth:35.13 offsetHeight:35.13
clientTop:0.47 clientLeft:0.47 clientWidth:34.19 clientHeight:34.19
offsetTop:588.80 offsetLeft:135.19 offsetWidth:35.23 offsetHeight:35.23
clientTop:0.47 clientLeft:0.47 clientWidth:34.30 clientHeight:34.30
offsetTop:592.39 offsetLeft:169.89 offsetWidth:35.33 offsetHeight:35.33
clientTop:0.47 clientLeft:0.47 clientWidth:34.39 clientHeight:34.39
offsetTop:596.00 offsetLeft:204.80 offsetWidth:35.44 offsetHeight:35.44
clientTop:0.47 clientLeft:0.47 clientWidth:34.50 clientHeight:34.50
offsetTop:599.59 offsetLeft:239.89 offsetWidth:35.53 offsetHeight:35.53
clientTop:0.47 clientLeft:0.47 clientWidth:34.59 clientHeight:34.59
offsetTop:603.19 offsetLeft:275.19 offsetWidth:35.63 offsetHeight:35.63
clientTop:0.47 clientLeft:0.47 clientWidth:34.69 clientHeight:34.69
offsetTop:606.80 offsetLeft:310.69 offsetWidth:35.73 offsetHeight:35.73
clientTop:0.47 clientLeft:0.47 clientWidth:34.80 clientHeight:34.80
offsetTop:610.39 offsetLeft:346.39 offsetWidth:35.83 offsetHeight:35.83
clientTop:0.47 clientLeft:0.47 clientWidth:34.89 clientHeight:34.89
offsetTop:614.00 offsetLeft:382.30 offsetWidth:35.94 offsetHeight:35.94
clientTop:0.47 clientLeft:0.47 clientWidth:35.00 clientHeight:35.00
offsetTop:617.59 offsetLeft:418.39 offsetWidth:36.03 offsetHeight:36.03
clientTop:0.47 clientLeft:0.47 clientWidth:35.09 clientHeight:35.09
offsetTop:621.19 offsetLeft:454.69 offsetWidth:36.13 offsetHeight:36.13
clientTop:0.47 clientLeft:0.47 clientWidth:35.19 clientHeight:35.19
offsetTop:624.80 offsetLeft:491.19 offsetWidth:36.23 offsetHeight:36.23
clientTop:0.47 clientLeft:0.47 clientWidth:35.30 clientHeight:35.30
offsetTop:628.39 offsetLeft:527.89 offsetWidth:36.33 offsetHeight:36.33
clientTop:0.47 clientLeft:0.47 clientWidth:35.39 clientHeight:35.39
offsetTop:632.00 offsetLeft:564.80 offsetWidth:36.44 offsetHeight:36.44
clientTop:0.47 clientLeft:0.47 clientWidth:35.50 clientHeight:35.50
offsetTop:635.59 offsetLeft:601.89 offsetWidth:36.53 offsetHeight:36.53
clientTop:0.47 clientLeft:0.47 clientWidth:35.59 clientHeight:35.59
offsetTop:639.19 offsetLeft:639.19 offsetWidth:36.63 offsetHeight:36.63
clientTop:0.47 clientLeft:0.47 clientWidth:35.69 clientHeight:35.69
offsetTop:642.80 offsetLeft:676.69 offsetWidth:36.73 offsetHeight:36.73
clientTop:0.47 clientLeft:0.47 clientWidth:35.80 clientHeight:35.80
offsetTop:646.39 offsetLeft:714.39 offsetWidth:36.83 offsetHeight:36.83
clientTop:0.47 clientLeft:0.47 clientWidth:35.89 clientHeight:35.89
offsetTop:648.00 offsetLeft:36.00 offsetWidth:37.00 offsetHeight:37.00
clientTop:0.50 clientLeft:0.50 clientWidth:36.00 clientHeight:36.00
offsetTop:651.80 offsetLeft:72.09 offsetWidth:37.09 offsetHeight:37.09
clientTop:0.50 clientLeft:0.50 clientWidth:36.09 clientHeight:36.09
offsetTop:655.59 offsetLeft:108.39 offsetWidth:37.19 offsetHeight:37.19
clientTop:0.50 clientLeft:0.50 clientWidth:36.19 clientHeight:36.19
offsetTop:659.39 offsetLeft:144.89 offsetWidth:37.30 offsetHeight:37.30
clientTop:0.50 clientLeft:0.50 clientWidth:36.30 clientHeight:36.30
offsetTop:663.19 offsetLeft:181.59 offsetWidth:37.39 offsetHeight:37.39
clientTop:0.50 clientLeft:0.50 clientWidth:36.39 clientHeight:36.39
offsetTop:667.00 offsetLeft:218.50 offsetWidth:37.50 offsetHeight:37.50
clientTop:0.50 clientLeft:0.50 clientWidth:36.50 clientHeight:36.50
offsetTop:670.80 offsetLeft:255.59 offsetWidth:37.59 offsetHeight:37.59
clientTop:0.50 clientLeft:0.50 clientWidth:36.59 clientHeight:36.59
offsetTop:674.59 offsetLeft:292.89 offsetWidth:37.69 offsetHeight:37.69
clientTop:0.50 clientLeft:0.50 clientWidth:36.69 clientHeight:36.69
offsetTop:678.39 offsetLeft:330.39 offsetWidth:37.80 offsetHeight:37.80
clientTop:0.50 clientLeft:0.50 clientWidth:36.80 clientHeight:36.80
offsetTop:682.19 offsetLeft:368.09 offsetWidth:37.89 offsetHeight:37.89
clientTop:0.50 clientLeft:0.50 clientWidth:36.89 clientHeight:36.89
offsetTop:686.00 offsetLeft:406.00 offsetWidth:38.00 offsetHeight:38.00
clientTop:0.50 clientLeft:0.50 clientWidth:37.00 clientHeight:37.00
offsetTop:689.80 offsetLeft:444.09 offsetWidth:38.09 offsetHeight:38.09
clientTop:0.50 clientLeft:0.50 clientWidth:37.09 clientHeight:37.09
offsetTop:693.59 offsetLeft:482.39 offsetWidth:38.19 offsetHeight:38.19
clientTop:0.50 clientLeft:0.50 clientWidth:37.19 clientHeight:37.19
offsetTop:697.39 offsetLeft:520.89 offsetWidth:38.30 offsetHeight:38.30
clientTop:0.50 clientLeft:0.50 clientWidth:37.30 clientHeight:37.30
offsetTop:701.19 offsetLeft:559.59 offsetWidth:38.39 offsetHeight:38.39
clientTop:0.50 clientLeft:0.50 clientWidth:37.39 clientHeight:37.39
offsetTop:705.00 offsetLeft:598.50 offsetWidth:38.50 offsetHeight:38.50
clientTop:0.50 clientLeft:0.50 clientWidth:37.50 clientHeight:37.50
offsetTop:708.80 offsetLeft:637.59 offsetWidth:38.59 offsetHeight:38.59
clientTop:0.50 clientLeft:0.50 clientWidth:37.59 clientHeight:37.59
offsetTop:712.59 offsetLeft:676.89 offsetWidth:38.69 offsetHeight:38.69
clientTop:0.50 clientLeft:0.50 clientWidth:37.69 clientHeight:37.69
offsetTop:716.39 offsetLeft:716.39 offsetWidth:38.80 offsetHeight:38.80
clientTop:0.50 clientLeft:0.50 clientWidth:37.80 clientHeight:37.80
offsetTop:720.19 offsetLeft:756.09 offsetWidth:38.89 offsetHeight:38.89
clientTop:0.50 clientLeft:0.50 clientWidth:37.89 clientHeight:37.89
offsetTop:722.00 offsetLeft:39.89 offsetWidth:39.03 offsetHeight:39.03
clientTop:0.52 clientLeft:0.52 clientWidth:38.00 clientHeight:38.00
offsetTop:726.00 offsetLeft:78.00 offsetWidth:39.13 offsetHeight:39.13
clientTop:0.52 clientLeft:0.52 clientWidth:38.09 clientHeight:38.09
offsetTop:730.00 offsetLeft:116.30 offsetWidth:39.22 offsetHeight:39.22
clientTop:0.52 clientLeft:0.52 clientWidth:38.19 clientHeight:38.19
offsetTop:734.00 offsetLeft:154.80 offsetWidth:39.33 offsetHeight:39.33
clientTop:0.52 clientLeft:0.52 clientWidth:38.30 clientHeight:38.30
offsetTop:738.00 offsetLeft:193.50 offsetWidth:39.42 offsetHeight:39.42
clientTop:0.52 clientLeft:0.52 clientWidth:38.39 clientHeight:38.39
offsetTop:742.00 offsetLeft:232.39 offsetWidth:39.53 offsetHeight:39.53
clientTop:0.52 clientLeft:0.52 clientWidth:38.50 clientHeight:38.50
offsetTop:746.00 offsetLeft:271.50 offsetWidth:39.63 offsetHeight:39.63
clientTop:0.52 clientLeft:0.52 clientWidth:38.59 clientHeight:38.59
offsetTop:750.00 offsetLeft:310.80 offsetWidth:39.72 offsetHeight:39.72
clientTop:0.52 clientLeft:0.52 clientWidth:38.69 clientHeight:38.69
offsetTop:754.00 offsetLeft:350.30 offsetWidth:39.83 offsetHeight:39.83
clientTop:0.52 clientLeft:0.52 clientWidth:38.80 clientHeight:38.80
offsetTop:758.00 offsetLeft:390.00 offsetWidth:39.92 offsetHeight:39.92
clientTop:0.52 clientLeft:0.52 clientWidth:38.89 clientHeight:38.89
offsetTop:762.00 offsetLeft:429.89 offsetWidth:40.03 offsetHeight:40.03
clientTop:0.52 clientLeft:0.52 clientWidth:39.00 clientHeight:39.00
offsetTop:766.00 offsetLeft:470.00 offsetWidth:40.13 offsetHeight:40.13
clientTop:0.52 clientLeft:0.52 clientWidth:39.09 clientHeight:39.09
offsetTop:770.00 offsetLeft:510.30 offsetWidth:40.22 offsetHeight:40.22
clientTop:0.52 clientLeft:0.52 clientWidth:39.19 clientHeight:39.19
offsetTop:774.00 offsetLeft:550.80 offsetWidth:40.33 offsetHeight:40.33
clientTop:0.52 clientLeft:0.52 clientWidth:39.30 clientHeight:39.30
offsetTop:778.00 offsetLeft:591.50 offsetWidth:40.42 offsetHeight:40.42
clientTop:0.52 clientLeft:0.52 clientWidth:39.39 clientHeight:39.39
offsetTop:782.00 offsetLeft:632.39 offsetWidth:40.53 offsetHeight:40.53
clientTop:0.52 clientLeft:0.52 clientWidth:39.50 clientHeight:39.50
offsetTop:786.00 offsetLeft:673.50 offsetWidth:40.63 offsetHeight:40.63
clientTop:0.52 clientLeft:0.52 clientWidth:39.59 clientHeight:39.59
offsetTop:790.00 offsetLeft:714.80 offsetWidth:40.72 offsetHeight:40.72
clientTop:0.52 clientLeft:0.52 clientWidth:39.69 clientHeight:39.69
offsetTop:794.00 offsetLeft:756.30 offsetWidth:40.83 offsetHeight:40.83
clientTop:0.52 clientLeft:0.52 clientWidth:39.80 clientHeight:39.80
offsetTop:798.00 offsetLeft:798.00 offsetWidth:40.92 offsetHeight:40.92
clientTop:0.52 clientLeft:0.52 clientWidth:39.89 clientHeight:39.89

